I,SoC,SoH,timestamp,DSoC,DQ
10.0,0.2992265627961631,0.6996747182829249,14.354166666666666,-0.0009022951877730267,9.681910456066665e-8
10.0,0.2983242676083901,0.6996746214638204,14.358333333333333,-0.0009022953126302237,9.681933109921016e-8
10.0,0.2974219722957599,0.6996745246444893,14.362499999999999,-0.0009022954374877475,9.681955738608722e-8
10.0,0.29651967685827213,0.6996744278249319,14.366666666666667,-0.0009022955623455978,9.681978344646872e-8
10.0,0.2956173812959265,0.6996743310051485,14.370833333333334,-0.0009022956872037739,9.682000926386831e-8
10.0,0.2947150856087227,0.6996742341851393,14.375,-0.0009022958120622759,9.682023486345614e-8
10.0,0.2938127897966605,0.6996741373649045,14.379166666666666,-0.0009022959369211033,9.682046022041392e-8
10.0,0.2929104938597394,0.6996740405444443,14.383333333333333,-0.0009022960617802562,9.682068534324815e-8
10.0,0.2920081977979591,0.6996739437237589,14.3875,-0.0009022961866397336,9.682091024046525e-8
10.0,0.2911059016113194,0.6996738469028486,14.391666666666666,-0.000902296311499536,9.682113489557704e-8
10.0,0.29020360529981987,0.6996737500817137,14.395833333333334,-0.0009022964363596623,9.682135932542091e-8
10.0,0.2893013088634602,0.6996736532603544,14.4,-0.0009022965612201127,9.682158352183908e-8
10.0,0.28839901230224013,0.6996735564387708,14.404166666666667,-0.0009022966860808869,9.68218074850053e-8
10.0,0.28749671561615925,0.6996734596169634,14.408333333333333,-0.0009022968109419843,9.682203121509275e-8
10.0,0.28659441880521724,0.6996733627949322,14.4125,-0.0009022969358034047,9.682225472060584e-8
10.0,0.28569212186941384,0.6996732659726774,14.416666666666666,-0.0009022970606651482,9.682247799338578e-8
10.0,0.2847898248087487,0.6996731691501994,14.420833333333333,-0.0009022971855272141,9.682270102527285e-8
10.0,0.2838875276232215,0.6996730723274983,14.424999999999999,-0.0009022973103896022,9.682292383310271e-8
10.0,0.2829852303128319,0.6996729755045745,14.429166666666667,-0.0009022974352523119,9.682314640871449e-8
10.0,0.2820829328775796,0.6996728786814281,14.433333333333334,-0.0009022975601153434,9.682336875227998e-8
10.0,0.28118063531746423,0.6996727818580594,14.4375,-0.0009022976849786963,9.682359087230178e-8
10.0,0.28027833763248555,0.6996726850344684,14.441666666666666,-0.0009022978098423701,9.682381275228637e-8
10.0,0.2793760398226432,0.6996725882106557,14.445833333333333,-0.0009022979347063645,9.682403440906833e-8
10.0,0.27847374188793683,0.6996724913866212,14.45,-0.0009022980595706795,9.68242558344853e-8
10.0,0.2775714438283661,0.6996723945623654,14.454166666666666,-0.0009022981844353144,9.682447702870698e-8
